title,listPrice,onlinePrice,category,rating,reviews,stock,monthly_sales
少年读徐霞客游记（6-12岁/地理启蒙/百科博物）,100.0,60.0,其他,3.6,202,117,48.0
活着（余华代表作，精装，易烊千玺推荐阅读）,45.0,27.0,其他,3.9,215,121,43.0
非自然死亡：我的法医笔记（法医秦明冠名推荐，15年法医生涯，19,52.0,31.2,其他,3.8,208,86,71.0
烟与镜：尼尔・盖曼头皮发麻短篇集（看得头皮发麻的同时，原始的,48.0,28.8,其他,4.0,218,101,63.0
平凡的世界：全三册（全新2021版，茅盾文学奖获奖作品，激励青年,138.0,82.8,文学,3.9,219,88,44.0
跟着诗词去旅行 图说天下 寻梦之旅,29.9,17.939999999999998,其他,4.9,275,122,62.0
大宇宙  和爸妈游太空  给孩子的手绘天文绘本,79.9,47.940000000000005,少儿,3.4,191,101,34.0
中华人民共和国民法典（大字版）（32开大字条旨红皮烫金）2021年,30.0,18.0,其他,4.8,260,114,62.0
沉默的大多数（爱智慧、爱自由、反对愚蠢，读王小波的“上头之选,59.0,35.4,其他,4.3,230,130,35.0
愿你慢慢长大（与刘瑜、周国平、冯唐等名家一起开始一场温柔的教,45.0,27.0,其他,4.0,212,127,58.0
那个不为人知的故事,42.0,25.2,其他,3.9,221,99,56.0
古代人的日常生活2（典藏版）（古代房价高吗？古人如何抗疫？古人,75.9,45.54,生活,3.7,193,114,35.0
在峡江的转弯处：陈行甲人生笔记（南方周末、万圣书园2021十大好,48.0,28.8,其他,4.6,245,114,64.0
半小时漫画中国史1-5（全5册）（中国史大结局！笑着笑着，大清就,219.5,131.7,其他,3.7,200,120,25.0
猜猜我有多爱你（3-8岁）信谊世界精选图画书,43.8,26.28,其他,4.4,229,122,60.0
追风筝的人（李雪琴、高圆圆推荐）,45.0,27.0,其他,4.0,222,114,45.0
三十六计 小学生儿童文学三四五六年级7-9-10-12岁课外阅读书籍世,19.8,11.88,文学,4.5,242,134,61.0
字母表谜案 怪异君推荐！蒲熠星推荐!当你隐隐觉得不对劲，致命的,42.0,25.2,其他,4.4,242,98,49.0
美国儿科学会育儿百科（第7版）,108.0,64.8,其他,3.7,210,110,51.0
bibi动物园：忍不住想打扰你（超人气原创治愈小漫画！随手一翻，,49.0,29.4,其他,3.9,214,105,47.0
半小时漫画青春期：生理篇（从变声长痘到脸红心跳，笑着笑着解决,49.0,29.4,其他,4.4,241,107,60.0
塔木德,36.0,21.6,其他,4.8,253,141,75.0
克雷洛夫寓言（小学语文“快乐读书吧”三年级下阅读。俄罗斯文学,28.0,16.8,文学,4.5,253,121,61.0
尼尔斯骑鹅历险记（小学语文“快乐读书吧”六年级下阅读。又译《,27.0,16.2,其他,4.4,238,124,67.0
世界尽头的咖啡馆（做决定前读一遍，少走弯路！美国57所高校指定,45.0,27.0,其他,4.5,242,100,52.0
钢铁是怎样炼成的(语文教材“名著导读”经典・八年级下。大语文理,44.0,26.4,文学,4.0,220,109,63.0
做内心强大的自己―歪歪兔逆商教育系列图画书（逆商培养挫折教育,80.0,48.0,教育,4.1,223,102,62.0
人生没什么不可放下：弘一法师的人生智慧（弘一法师彻悟一生的人,32.8,19.68,其他,4.7,261,131,62.0
高效能人士的七个习惯（30周年纪念版）（全新增订版）（新增《纽,79.0,47.4,其他,4.1,228,128,48.0
宫西达也“你肯定能行”绘本（全18册）,318.0,190.8,少儿,3.9,218,112,35.0
山茶文具店（日本畅销作家小川糸备受好评暖心之作）,49.8,29.879999999999995,其他,4.0,231,112,51.0
大语文那些事儿（全6册）大语文时代，得语文者得天下。字词、作文,180.0,108.0,其他,3.6,200,82,23.0
别想太多啦：在复杂的世界里，做一个简单的人（情绪疗愈指南，随,49.9,29.94,其他,4.4,240,130,61.0
月光落在左手上（精装珍藏版）,58.0,34.8,其他,4.5,245,131,59.0
一读就会用的分类成语故事（把成语用起来！随书附赠价值99元在线,450.0,270.0,其他,3.6,202,82,22.0
中国共产党简史（32开）2021党史学习教育系列读物领导干部学习指,42.0,25.2,教育,4.4,241,128,55.0
中华人民共和国民法典(64开红皮烫金) 2021年1月起正式施行,18.0,10.8,其他,4.7,258,111,64.0
把妈妈的话装进耳朵里,39.0,23.4,其他,4.5,241,116,54.0
名人传（语文教材“名著导读”经典・八年级下。大语文理念打造：,36.0,21.6,文学,4.9,265,111,66.0
你是宇宙安排的邂逅（2021年张皓宸新书，短篇故事新作。9种相遇重,49.8,29.879999999999995,其他,3.8,216,108,53.0
冰心经典套装（繁星春水+寄小读者+小橘灯，少年儿童读冰心的基础,65.0,39.0,少儿,4.5,250,123,56.0
夜晚的潜水艇(第四届宝珀理想国文学奖得主陈春成短篇小说集，游荡,52.0,31.2,文学,3.9,213,120,49.0
起床后的黄金1小时（风靡日本的1小时习惯改造法，助你成为自律、,55.0,33.0,其他,4.5,239,114,56.0
父与子全集完整版彩色注音版小学生课外阅读书籍一二年级带拼音绘,29.8,17.88,其他,4.8,259,121,80.0
心若菩提(增订本),79.0,47.4,其他,3.8,213,111,38.0
希望之线（东野圭吾新代表作，高分作品TOP5！）,59.0,35.4,其他,4.5,251,108,62.0
自驱型成长：如何科学有效地培养孩子的自律,75.0,45.0,其他,3.6,199,84,36.0
歪歪兔行为习惯系列互动图画书（全10册）,90.0,54.0,其他,3.7,202,89,36.0
世界上最棒的礼物――图画中隐藏无数细节，让小小孩玩过瘾！,45.8,27.48,其他,4.3,235,120,66.0
候场（李诞新书）,42.0,25.2,其他,4.0,220,108,55.0
东野圭吾：无名之町（2021年高能新作！神尾大侦探首秀！）,59.0,35.4,其他,4.0,225,106,64.0
遇见未知的自己：全新修订版,52.0,31.2,其他,4.2,233,120,54.0
做内心强大的自己―歪歪兔逆商教育系列图画书第二辑（逆商培养挫,80.0,48.0,教育,4.0,226,111,50.0
读图识中国 入选中小学生阅读指导目录（展示我国壮丽的地势地貌、,35.0,21.0,其他,4.9,263,127,62.0
复活（精装大开本，托尔斯泰三部曲之一，草婴翻译，无删节全译本,73.0,43.8,其他,4.0,220,123,53.0
给孩子的史记（套装全四册，全彩注音版，中华优秀出版物奖获奖作,138.0,82.8,其他,3.7,207,106,36.0
呼兰河传(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 180,15.8,9.48,其他,4.9,259,139,73.0
时代广场的蟋蟀：麦克米伦世纪大奖小说最新升级版,25.0,15.0,文学,4.9,254,116,51.0
愿望的实现（手绘精美插图，亚洲诺贝尔文学奖得主泰戈尔代表作之,19.8,11.88,文学,4.4,247,116,71.0
他最野了（全2册）曲小蛐代表作,68.0,40.8,其他,4.4,235,115,63.0
如果历史是一群喵8・盛世大唐篇,59.8,35.879999999999995,社科,4.3,234,102,63.0
暖房子・屁屁侦探系列（套装共7册）,115.0,69.0,其他,3.7,202,111,46.0
一千零一夜（语文教材“快乐读书吧”五年级上册阅读。中国阿拉伯,27.0,16.2,其他,4.5,251,111,51.0
余秋雨 文化苦旅,38.0,22.8,其他,4.4,252,126,62.0
半小时漫画中国史：经济篇（透过经济看历史，一不小心看透历史发,49.9,29.94,社科,4.2,227,127,51.0
我的个天（戴教授随笔集，聊聊年轻朋友绕不开的读书、工作、恋爱,59.8,35.879999999999995,其他,4.5,240,137,63.0
白日梦我  同名电视剧芒果TV开启白日梦之旅，主演庄达菲&周翊然，,69.8,41.88,其他,3.9,215,106,49.0
华夏万卷 楷书入门6件套 楷书字帖田英章书钢笔字帖成人学生硬笔书,66.0,39.6,其他,4.3,236,128,63.0
这世界很烦，但你要很可爱（只要你可爱，这个世界也会变得可爱）,46.0,27.6,其他,4.4,231,106,51.0
下沉年代（“得到”年度好书，许倬云、刘擎、但斌一致推荐！呈现,108.0,64.8,其他,3.9,214,92,39.0
半小时漫画历史系列（共7册）中国史1-5+世界史1-2（看半小时漫画,309.3,185.58,社科,3.8,217,115,20.0
细菌世界历险记 儿童文学读物快乐读书吧四年级下册阅读小学生三四,19.8,11.88,文学,4.7,262,117,65.0
欧也妮・葛朗台（青少年读本。原版插图+详尽注释）,22.0,13.2,其他,4.2,223,112,60.0
双城记（狄更斯经典代表作，逝世150周年纪念版！翻译泰斗宋兆霖权,49.8,29.879999999999995,其他,4.2,223,116,54.0
小飞侠彼得・潘（小女孩小男孩的成长故事，奇幻+幽默+满满的爱。,20.0,12.0,其他,4.9,265,122,67.0
真希望我父母读过这本书（二十年资历心理治疗师写给父母和孩子的,48.0,28.8,社科,4.2,230,102,60.0
人性的因素（张艺兴书单，《向往的生活》推荐！被马尔克斯誉为完,65.0,39.0,生活,4.1,228,107,65.0
樊登讲论语：先进（樊登2021年全新重磅作品！）,68.0,40.8,其他,4.2,232,95,51.0
给男孩的情绪管理绘本（套装全5册）,90.0,54.0,经管,3.7,199,121,38.0
漫画讲透孙子兵法(全4册)（130个知识点讲透5000字原文，130场战斗,147.2,88.32,其他,3.7,206,94,42.0
一只特立独行的猪（有趣、独立、反对假正经，读王小波的“入坑之,59.0,35.4,其他,3.9,213,115,52.0
论语译注（简体字本） 修订新版,26.0,15.6,其他,4.7,247,111,75.0
心理抚养,46.8,28.08,社科,3.9,220,104,60.0
乡土中国 高中“读整本书”推荐阅读 费孝通著作（名著阅读课程化,22.8,13.68,文学,4.9,267,124,70.0
雪国（川端康成诺贝尔文学奖获奖作，全新精装典藏版）,49.0,29.4,文学,3.8,209,99,47.0
果麦经典：了凡四训（“我命由我不由天！”曾国藩、胡适、稻盛和,32.0,19.2,其他,5.0,272,114,82.0
波西和皮普7册经典套装（小小聪明豆系列绘本）0-3岁低幼启蒙情绪,73.0,43.8,少儿,3.5,193,80,37.0
道德经 精装珍藏本,32.8,19.68,其他,4.2,224,128,59.0
呼兰河传(《语文》推荐阅读丛书)人民文学出版社,26.0,15.6,文学,4.2,234,95,72.0
声律启蒙（国学启蒙经典系列。 全文注音+详尽注释+韵部略解+佳对,25.0,15.0,其他,4.4,243,134,59.0
半小时漫画论语（孔子原来这么爱吐槽！看孔子和弟子们卖萌吐槽，,59.9,35.94,其他,4.1,225,109,55.0
理解人性（成熟不是看懂事情，而是看透人性。）,46.0,27.6,其他,4.4,235,108,41.0
万物小历史 和爸妈读万物科学简史 给孩子的万物科普绘本 成长,40.0,24.0,社科,4.1,223,94,55.0
半小时漫画世界史2（ 四大文明古国组团出道，为啥只剩中国屹立不,49.9,29.94,其他,3.8,208,93,44.0
爷爷一定有办法（3-8岁）信谊世界精选图画书,42.8,25.68,其他,4.3,240,128,55.0
龙猫（宫崎骏代表作首次授权。吉卜力官方授权唯一简体中文版绘本,68.0,40.8,少儿,3.9,219,111,52.0
心灵教科书绘本系列：西兰花先生的理发店（教会孩子：敢于打破常,59.8,35.879999999999995,少儿,4.1,223,114,50.0
中华人民共和国民法典（含司法解释）（32开大字条旨红皮烫金）20,42.0,25.2,其他,4.3,240,123,64.0
难哄（高人气畅销书作家竹已温柔、治愈口碑代表作！《偷偷藏不住,48.0,28.8,其他,4.1,221,101,60.0
中国民间故事:田螺姑娘 欧洲民间故事:聪明的牧羊人 非洲民间故事,57.4,34.44,其他,4.4,236,127,51.0
秘密 （日本读者票选东野作品第 2名，仅次于《白夜行》）,45.0,27.0,其他,4.0,211,114,55.0
学会爱自己（情绪管理篇）提升自控力、分辨力！不为坏人保守秘密,98.0,58.8,经管,4.1,222,129,47.0
一园青菜成了精（国际安徒生奖提名画家熊亮作品，中国原创绘本经,20.0,12.0,少儿,4.3,228,109,58.0
当我谈跑步时，我谈些什么（2015典藏版）,36.0,21.6,其他,4.9,264,136,76.0
罪与罚 犯罪心理分析小说的大师级经典之作 世界名著典藏,32.0,19.2,文学,4.8,262,143,73.0
暂坐（贾平凹废都后第二部都市题材长篇小说作家出版社）,58.0,34.8,文学,4.3,233,118,56.0
陪孩子走过小学六年（全新增订版）（新版）,45.0,27.0,其他,4.1,218,125,49.0
骆驼祥子 七年级下册推荐阅读 中小学生课外阅读指导丛书 无障碍阅,15.8,9.48,其他,4.6,247,117,75.0
逛动物园是件正经事 向往的生活书单  自然感悟动物园里的博物学宝,98.0,58.8,生活,3.5,195,119,42.0
论中国共产党历史(普及本),26.0,15.6,社科,4.7,260,116,60.0
习近平新时代中国特色社会主义思想学习问答（小字本）,29.0,17.4,教育,4.8,263,140,51.0
阿勒泰的角落（李娟成名作四色典藏版）,36.0,21.6,其他,4.2,227,118,65.0
地图上的全景世界史（精装全2册，画给孩子的世界历史绘本，适合6,316.0,189.6,社科,4.1,219,130,39.0
如果历史是一群喵1-8（套装共8册）,458.0,274.8,社科,3.5,195,101,33.0
王阳明传：知行合一的心学圣人,48.0,28.8,其他,3.9,206,111,53.0
爱的教育（孩子们都应该读一读的心灵读本，一本触及每一个孩子心,24.8,14.88,教育,4.6,245,134,72.0
非常疑犯（“法医笔记”系列重磅新作。《时代周刊》报道的中国法,52.0,31.2,其他,3.8,210,96,37.0
半小时漫画中国哲学史（其实是一本严谨的极简中国哲学史！二混子,49.9,29.94,社科,4.3,238,121,58.0
中国历代政治得失 钱穆（新校本）,16.0,9.6,其他,4.6,244,124,58.0
傅雷家书八年级下阅读！收录傅雷家人书信！呈现傅雷家书通信往来,39.8,23.88,其他,4.5,252,112,50.0
四大名著套装 西游记 红楼梦 三国演义 水浒传 五年级下册快乐读书,59.2,35.52,文学,4.3,234,114,54.0
地心游记（银火箭少年科幻系列・第2辑，又译《地心历险记》，经典,35.0,21.0,其他,4.7,268,106,67.0
兔子坡 彩图注音版 小学生一二三年级6-7-8-9岁课外阅读书籍世界经,16.8,10.08,其他,4.3,241,111,65.0
当下的力量（珍藏版）,32.0,19.2,其他,4.7,254,106,74.0
人体简史（你的记忆能被篡改！一部从头讲到脚、从里讲到外、从30,69.9,41.940000000000005,其他,4.5,254,138,54.0
暖房子・屁屁侦探系列（套装共6册）,96.0,57.6,其他,3.5,195,103,38.0
一只想飞的猫 陈伯吹童话专集（中国儿童文学大赏）二年级上册快乐,19.8,11.88,文学,4.5,243,115,48.0
茶花女（令北大中文系教授袁行霈先生“潸然泪下”的爱情悲剧）,22.0,13.2,其他,4.3,238,98,58.0
张爱玲全集02：红玫瑰与白玫瑰（精装典藏版）,49.5,29.7,其他,4.2,231,117,49.0
夜航船（读过《夜航船》，灵魂才有趣！贾平凹、余秋雨推崇阅读),49.8,29.879999999999995,其他,4.1,228,95,60.0
十二生肖的故事――首届丰子恺儿童图画书奖得主  赖马作品！,45.8,27.48,少儿,3.9,210,111,43.0
克拉拉与太阳（比尔・盖茨2021年度书单，诺贝尔文学奖得主石黑一,68.0,40.8,文学,3.9,224,111,48.0
艾青诗选（《语文》推荐阅读丛书 人民文学出版社）,26.0,15.6,文学,4.9,269,145,62.0
人间好玩（“八旬”蔡澜的人生智慧书。汪涵、大张伟赞赏的“师傅,48.0,28.8,其他,4.3,235,134,56.0
人生由我：马斯克妈妈自传，比“硅谷钢铁侠”埃隆・马斯克更酷的,59.0,35.4,其他,4.2,235,108,64.0
岩井俊二：情书（2018精装版）,45.0,27.0,其他,4.4,241,123,53.0
草原上的小木屋 小学生儿童文学三四五六年级8-9-10-12岁课外阅读,19.8,11.88,文学,4.8,261,144,71.0
金字塔原理大全集（共2册）（思考表达和解决问题的逻辑，“抖音同,176.0,105.6,其他,3.8,211,111,34.0
数学帮帮忙（全25册+导读手册）超值礼盒装 （多功能数学绘本，清,275.0,165.0,少儿,3.9,210,112,36.0
国富论（上下册）（全译本、无删节本、畅读本，附有概念导图）,89.0,53.4,其他,4.0,220,116,38.0
饮食术（风靡日本的科学饮食教科书，畅销日本80万册，资深医学博,59.8,35.879999999999995,其他,3.9,214,95,50.0
有故事的汉字 第1辑（全3册）彩色印刷，图文并茂，详细诠释汉字的,60.0,36.0,其他,4.0,218,105,41.0
思考，快与慢（团购电话400-106-6666转6）,69.0,41.4,其他,4.6,254,105,73.0
屁屁侦探思维进阶版 第一辑（精装4册）,140.0,84.0,其他,3.5,189,100,32.0
给青年的十二封信（语文教材“名著导读”经典・八年级下。大语文,25.0,15.0,文学,4.4,234,120,63.0
半小时漫画经济学系列（共4册）（用特别有趣的方式，讲清楚特别艰,181.7,109.02,经管,3.7,200,122,16.0
长安客（《狂飙》高启强扮演者张颂文推荐，大唐版《人类群星闪耀,45.0,27.0,其他,3.9,212,119,52.0
西游记（上下册）七年级上 名著阅读课程化丛书 导读版 人民教育出,65.8,39.48,教育,4.6,254,117,75.0
小橘灯（也作《小桔灯》，一部以“爱美善”为主题的冰心美文集）,25.0,15.0,其他,4.5,249,129,68.0
半小时漫画党史1921―1949（针对青少年研发，给孩子们讲党的故事,49.9,29.94,其他,4.1,225,124,42.0
从你的全世界路过：修订本（一本张嘉佳创作的、让所有人心动的睡,45.0,27.0,其他,4.1,218,107,69.0
半小时漫画科学史系列（全3册）（从地心说到相对论，半小时读懂人,132.0,79.2,其他,3.7,203,107,34.0
西西弗神话 加缪之女亲笔推荐版！蒲熠星推荐!曾经我也觉得人生没,45.0,27.0,其他,3.9,215,110,53.0
逻辑学入门：清晰思考、理性生活的88个逻辑学常识,42.8,25.68,生活,4.0,223,104,47.0
李诞脱口秀工作手册（李诞分享创作经验！创意是智力活儿，也是体,42.0,25.2,其他,4.3,235,96,66.0
爱你就像爱生命（五线谱情书珍藏版）,35.0,21.0,其他,4.6,246,102,74.0
少有人走的路：心智成熟的旅程（白金升级版）,42.0,25.2,其他,4.3,244,114,49.0
山海经 精装珍藏本 中国远古百科奇书，是地理方志亦是神话故事集,39.8,23.88,其他,4.3,237,112,53.0
格列佛游记（语文教材“名著导读”经典・九年级下。未删节全译本,24.0,14.4,文学,4.6,257,102,75.0
男孩、鼹鼠、狐狸和马（奥斯卡获奖动画原著！当代《小王子》！）,88.0,52.8,其他,4.1,225,115,45.0
原生家庭:如何修补自己的性格缺陷,58.0,34.8,其他,4.4,239,134,53.0
西游记（上下）原著（《语文》推荐阅读丛书 人民文学出版社）,56.0,33.6,文学,4.3,230,103,52.0
生死疲劳（不看不知道，莫言真幽默！全新版本！）,69.9,41.940000000000005,其他,4.0,217,113,64.0
保重（大冰小蓝书系列收官之作！就此别过，诸君保重。当当专享语,39.8,23.88,其他,4.4,247,106,66.0
法治的细节（罗翔随笔集，荣获文津图书奖，评热点、论法理、聊读,49.8,29.879999999999995,其他,4.2,227,119,62.0
保重（大冰小蓝书系列收官之作！就此别过，诸君保重。）,39.8,23.88,其他,4.8,256,116,78.0
大话中国艺术史（句句有梗，一口气读完10000年中国艺术史。艺术头,118.0,70.8,艺术,3.6,198,117,42.0
置身事内：中国政府与经济发展（罗永浩、罗振宇、何帆、刘格菘、,65.0,39.0,经管,4.1,226,124,47.0
最温柔的教养（130则实用亲子用语范例，治愈童年的自己，温暖孩子,59.0,35.4,其他,4.5,248,133,44.0
圆圈正义 罗翔经典之作 分享求学经历与人生心路 有厚度更有温度（,46.0,27.6,其他,3.8,221,111,55.0
阅读的方法（罗胖罗振宇的新书来了！这本书里有让你爱上阅读的方,69.0,41.4,其他,4.0,217,105,53.0
底层逻辑：看清这个世界的底牌（俞敏洪、董宇辉东方甄选强势推荐,69.0,41.4,其他,4.1,223,99,43.0
非暴力沟通（修订版）,59.8,35.879999999999995,其他,4.0,224,102,50.0
少年读山海经（地理+神话+怪兽+奇闻+古文，套装 全3册，附赠定制,100.0,60.0,其他,3.7,207,88,34.0
额尔古纳河右岸（茅盾文学奖获奖作品全集28）,32.0,19.2,文学,4.7,255,138,68.0
时间从来不语，却回答了所有问题（文学大师季羡林百岁人生的智慧,55.0,33.0,文学,4.2,226,133,44.0
瓦尔登湖（经典新读 中央编译出版社）,26.8,16.08,其他,4.3,245,107,61.0
如果历史是一群喵10・宋辽金夏篇,59.8,35.879999999999995,社科,4.0,217,121,42.0
理想国（2020全译本，西方哲学的源头，清华大学、北京大学图书馆,56.0,33.6,社科,3.9,217,90,46.0
读读童谣和儿歌（共四册）一年级下册 语文教科书配套书目 人教版,39.8,23.88,其他,4.9,266,146,73.0
借势：以弱胜强的128条黄金法则（借大势，成大事！广告界鬼才金枪,78.0,46.8,其他,3.8,203,102,46.0
尘埃落定：限量签章版（荣获茅盾文学奖20周年纪念版！特别加赠阿,49.0,29.4,文学,3.9,213,101,47.0
悉达多（翻译家姜乙译本）【果麦经典】,32.0,19.2,其他,4.7,250,141,74.0
狂人日记：鲁迅小说全集（1938年复社底本，中国白话小说开山之作,39.8,23.88,文学,4.9,271,140,72.0
这么好玩的物理 我是学霸 给孩子的物理启蒙科普绘本,52.0,31.2,少儿,4.1,218,101,57.0
小羊上山儿童汉语分级读物第1级 幼小衔接学会自主识字阅读 幼儿启,138.0,82.8,少儿,4.0,215,125,30.0
茅盾文学奖获奖作品：人世间（第十届茅盾文学奖获奖作品，雷佳音,238.0,142.79999999999998,文学,3.7,196,93,41.0
名画里看世界 给孩子能读懂的美学科普 精装版,50.0,30.0,其他,3.9,211,109,61.0
在岁月中远行（俞敏洪重磅新作，人生起伏下的心路与沉思！）,68.0,40.8,其他,4.3,241,106,52.0
悉达多（诺贝尔文学奖得主赫尔曼・黑塞的代表作，德文直译，原版,49.8,29.879999999999995,文学,4.2,228,116,47.0
宝葫芦的秘密(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 ,14.8,8.88,其他,5.0,266,143,76.0
刻意练习：如何从新手到大师,59.0,35.4,其他,4.5,243,103,55.0
望江南（2022中国好书获奖作品！茅奖得主王旭烽，沉潜26年，最新,68.0,40.8,其他,4.2,236,111,61.0
和大人一起读（一至四册）一年级上册 语文教科书配套书目 人教版,39.8,23.88,其他,5.0,270,112,68.0
童年 快乐读书吧 六年级上册推荐阅读(中小学生课外阅读指导丛书),14.8,8.88,其他,4.4,242,122,59.0
起初・纪年（王朔新书，埋头十五年压卷之作！中国当代小说新高度,108.0,64.8,文学,3.8,210,106,51.0
疯狂的化学 我是学霸 给孩子的趣味化学启蒙绘本,52.0,31.2,少儿,4.2,228,95,40.0
和爸妈游中国 给孩子的手绘中国地理绘本,79.9,47.940000000000005,少儿,3.8,209,90,41.0
认知觉醒：开启自我改变的原动力,59.8,35.879999999999995,其他,4.2,231,107,50.0
【赠明信片】大中华寻宝系列29 内蒙古寻宝记,35.0,21.0,其他,4.5,238,103,58.0
理想国（商务印书馆汉译名著权威全译本，精装典藏版）,68.0,40.8,文学,4.0,222,109,59.0
明朝那些事儿增补版.全集,405.0,243.0,其他,4.2,228,97,32.0
也许你该找个人聊聊（李松蔚审校并作序，心理学泰斗欧文・亚隆力,68.0,40.8,社科,4.3,239,131,47.0
钢铁是怎样炼成的(《语文》推荐阅读丛书)人民文学出版社,36.0,21.6,文学,4.7,262,109,43.0
二十四史少年精编版（套装全4册）萃取纯正精华，来自浩如烟海的中,156.0,93.6,其他,3.8,206,87,28.0
逻辑表达力:说话缜密有趣，一句顶一万句,39.8,23.88,其他,4.5,246,101,45.0
书的全景：通往幸福、成功、财富的地图,89.0,53.4,其他,3.8,203,122,40.0
南京大屠杀:第二次世界大战中被遗忘的大浩劫（《南京浩劫：被遗忘,49.0,29.4,其他,4.4,231,109,47.0
罪与罚（“俄罗斯文学天才”陀思妥耶夫斯基成名之作，人能从洁白,58.0,34.8,文学,4.0,218,107,40.0
歪歪兔逆商教育系列图画书合集全20册（儿童情绪与行为引导培养，,160.0,96.0,教育,3.8,212,100,29.0
人教版快乐读书吧 二年级下册套装（七色花+神笔马良+一起长大的玩,64.0,38.4,其他,4.4,241,132,57.0
枪炮、病菌与钢铁（赠解读册）,89.0,53.4,其他,3.8,210,124,37.0
理想国（畅销多年，柏拉图代表作，人类文明的里程碑）,35.0,21.0,其他,4.9,262,113,66.0
和爸爸一起科学启蒙绘本（全8册+66个彩蛋，歪歪兔出品）,150.0,90.0,少儿,3.5,193,93,36.0
如果历史是一群喵11・南宋金元篇,59.8,35.879999999999995,社科,4.0,215,90,44.0
回家（孙悦新书！电影《亲爱的》原型之一孙海洋的漫漫寻子路，传,59.8,35.879999999999995,其他,4.1,225,130,63.0
如果历史是一群喵9・五代十国篇,59.8,35.879999999999995,社科,3.9,216,99,50.0
健康不走弯路：细节打造好身体,49.8,29.879999999999995,生活,4.2,230,106,49.0
想为你的深夜放一束烟火（刘同新书，随书附赠手写书名海报！暗处,52.0,31.2,其他,3.9,224,110,44.0
沈从文：到日光下去生活（今天也要好好过。到日光下去，去找到你,45.0,27.0,生活,4.5,255,106,49.0
停止你的内在战争,68.0,40.8,其他,4.6,249,112,66.0
小鸡球球触感玩具书全5册点读版纸板书触摸发声书翻翻书洞洞书认知,325.0,195.0,其他,3.5,195,89,26.0
中国民间故事 田螺姑娘 快乐读书吧 五年级上册推荐阅读(中小学生,15.8,9.48,其他,4.6,252,141,77.0
小猪唏哩呼噜(注音版上下),40.0,24.0,其他,4.1,222,123,62.0
海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐,68.0,40.8,其他,4.0,220,128,40.0
在细雨中呼喊（精装版）,39.5,23.7,其他,4.9,266,122,72.0
趣说中国史1+2（全2册） 趣哥漫画历史书 中华上下五千年历史 中国,99.6,59.75999999999999,社科,3.6,196,117,33.0
这世界很好，但你也不差（打破满意度低幸福感差，这世界真叫人疲,49.0,29.4,其他,3.8,208,98,55.0
知行合一王阳明大全集（套装共3册）（全面解读知行合一理念的经典,118.0,70.8,其他,3.9,218,121,33.0
长安的荔枝,45.0,27.0,其他,4.4,236,113,69.0
一只想飞的猫 二年级上册 小学生二年级快乐读书吧推荐阅读 全彩注,21.8,13.08,其他,5.0,280,119,84.0
月亮与六便士（曾获豆瓣9.4高分评论，一本好书、腾讯视频栏目推荐,35.0,21.0,其他,4.3,232,116,53.0
同名同姓受害者协会（登场人物全员同名同姓！江户川乱步奖得主推,45.0,27.0,其他,4.4,237,127,65.0
陪孩子弯道超车（给家长和孩子的逆袭指南）,62.0,37.2,其他,4.2,227,112,60.0
许三观卖血记（2017精装典藏版，增录新版自序）,39.5,23.7,其他,4.3,228,131,59.0
南明史（全2册）（获中国国家图书奖，明史大家顾诚代表作。从南明,129.9,77.94,其他,3.8,209,111,41.0
男孩百科--优秀男孩的学习妙招,25.0,15.0,教育,4.9,270,111,58.0
西游记幼儿美绘本套装10册点读版3-6-8岁儿童注音版彩绘连环画四大,199.0,119.4,少儿,3.6,201,110,30.0
爱，需要学习（为中国式亲密关系度身定制的实践指南，心理学者陈,69.0,41.4,教育,4.3,238,108,52.0
树孩：赵丽宏全新力作（2021年度中国好书获奖图书）,30.0,18.0,其他,4.3,237,119,63.0
了不起（冯唐成事学全新力作，一个人活明白了才是真的了不起！）,68.0,40.8,其他,4.1,220,99,57.0
希腊神话故事 快乐读书吧 四年级上册推荐阅读(中小学生课外阅读指,24.8,14.88,其他,4.3,242,126,48.0
不爱说话的十一岁・纽伯瑞儿童文学奖金奖（写尽8~12岁孩子的心事,35.8,21.48,文学,4.6,242,125,56.0
沧浪之水（某瓣8.5分，入围茅盾文学奖。职场小白、考公人的启蒙之,49.0,29.4,文学,4.3,240,97,52.0
命运（蔡崇达新书，畅销400万册《皮囊》作者长篇新作。刘德华、韩,59.8,35.879999999999995,其他,4.3,240,109,55.0
中国古代神话 快乐读书吧四年级上册推荐阅读(中小学生课外阅读指,22.8,13.68,其他,4.9,266,139,63.0
早起的奇迹,39.8,23.88,其他,5.0,265,117,58.0
丰乳肥臀（莫言用情极深的长篇代表作，女性苦难史）,69.0,41.4,其他,3.9,219,124,47.0
变量4：大国的腾挪（熬过去，就是海阔天空！看智慧的中国人如何腾,69.0,41.4,其他,3.9,217,94,39.0
东野圭吾：透明的螺旋（东野圭吾新书，《嫌疑人X的献身》系列新作,49.0,29.4,其他,4.2,227,108,52.0
悠悠岁月（2022年诺贝尔文学奖得主安妮・埃尔诺作品）,39.0,23.4,文学,4.7,252,108,58.0
茶花女 世界名著典藏,16.0,9.6,文学,4.3,234,101,72.0
